ID,RestaurantID,views,Rating
11,1,First time; friend cohort picked spot I happy oblige since cater toward seafood shellfish . In case haven; figured by; I devour anything seafood.Moving; started a bottle Cali Sauv Blanc compliment variety what partake . From the east west coast oyster regular price; the impeccably surprising ceviche looked like anything; everything simple mar-ve-lous.The tuna tartar subtle; yet flavorful . The oyster chucked to perfection . We indulged the cowboy; the komo-something the huge creamy one least fave.Service wa attentive; intrusive . We were not rushed; even though wa full a Thursday evening around 7:30pm we wete seated . Cheerio.,5.0 star rating
12,1,"I joined online waitlist via Yelp app 45 minute I got wait additional 15 minute seated Wednesday evening . The hostess explained health inspector there unexpected visit slowing thing significantly kitchen . My friend I considered going somewhere else eat; restaurant's``A""health score excellent review Yelp convinced u stay . Every NYC restaurant get an unannounced inspection year we figured would be our one opportunity be fly wall one these event . We therefore decided stay order dinner.The restaurant much smaller we anticipated; dark interior table nestled closely together . My friend I initially offered seat right door; we opted sit bar wait high-top table a little inside restaurant . We scored a high-top table five minute we sat at bar we gladly scooted . Our waitress calm friendly; staff the restaurant seemed anxious the inspector conducted audit carefully documented finding . My friend ordered a glass white wine I ordered a glass Bordeaux . In't love the wine . Itn't freshly opened it a weird smell . I couldn't figure if it the wine from the glass . This restaurant specializes oyster beer; ordering wine not the best move.My friend I worked an appetite were looking forward trying the seafood dish . She ordered the fettuccine clam; pretty good . I ordered the Octopus dish; it a miss me . The octopus needed seasoning and I wan't a fan of the truffle caviar . I wan't wowed the food the experience . C'est la vie . On to the next one!",3.0 star rating
13,1,Was really excited try place based amazing review . Wen't come city often . Pros: oyster drink (beer wine) selection great!! We really enjoyed oyster . Very fresh . The service very good waiter helped u decide what getCons: the rest the food . We ordered the Ciopinno the fettuccine clam . It so underwhelming . The food lacked flavor . The clam the Ciopinno too chewy I to spit out . And I got piece shell my first bite the muscle the Ciopinno . I would definitely come back for the oyster . But's it.,3.0 star rating
14,1,"Date night!!! Time surprise Queen new spot; new experience; keep adventure going.Upstaten't first choice; like 4th something told would one...without doubt was.While heading Manhattan I checked wait time (via yelp )n't seem bad; I get; gotta get spot ;'ll probably grab drink waiting table . This logic I completely forgot SATURDAY NIGHT . LolScooped her work; hopped cab; followed check-in confirmation from upstate . Hmm; ``n't respond?""I thought myself got closer closer closer .``Sh!; going get turned away door? Crap; do I fix keeping thing calm not spoiling night?""My mom taught follow already enroute; turning back . So get's crowd 7 people waiting outside (cold). Wen't see I walked past informed maître reservation...didn't give promising response I backed stance conviction . We not getting turned away!! She said check back 30mins returned 27 ;)... . And guess got two seat bar? We did: D.Finally seated this packed; warm; little restaurant we began peruse menu...least began; I already knew I wanted swordfish . John Luke gentleman's name service his forte . He gave u rundown happy hour oyster; we made time well a other menu suggestion pair beer wine served . My Queen began red planned finish white; I went IPA route they turned wise choice . Out appetizer amazingly delicious...house curse salmon; lightly covered onion; caper; sided sweet whole grain mustard; a traditional baguette . This combination genius a great start came next . John Luke kept offering oyster I kept declining; thinking trying up-sell THAT WAS NOT THE CASE . (keep reading) Our entree came the first thing hit the heavenly smell...mind; we already told John dairy a so opted a substitution meal . The grilled swordfish come creamy mashed potato so he asked grill a few extra tater me mix in some veggie; worked looked beautiful . The swordfish well seasoned; cooked perfectly; went exceptionally well the grilled potato touch lemon juice . My Queen got the Grilled Tuna I immediately jealous . IT . LOOKED . DELICIOUS!!!!! She cut the tender fish it melted on the knife; gave the most gleeful smile devouring it lol....that's what get you're a #Foodiewithafro . After dinner; yes I said we accepted John's offer try the oysters.We went his suggestion; Blue Island #9; Gildden Point; Blue Whale...2 each.The setup wa impressive those Blue Whales meal within . Ideally I'd say 6 would a great starter one person; they plan to entree afterwards otherwise get 12 . A dozen these baby (anything except the Whale...get le Whales lol) would enough to get someone the night; a drink two . I foolishly devoured my share while she carefully decorated for the ultimate flavor...I wa jealous lol . Can't forget to add the complimentary slice whiskey cake we received afterwards . Delish! After the meal were gone our tummy happy; we sat ordered a drink for the road . We glanced around and noticed that EVERYONE wa enjoying experience; either mean conversation; drink; food; what have you . The place give a general sense calm and welcoming . This turned to another amazing date night and of course I added it to my list...to be released to the yelp public soon . ;) Food : 5/5Service : 5/5Ambiance : 5/5Wait time : 4.5/5 (utilize the online booking PLZ) Staff : 5/5 (helpful....talking about you John) Price : 5/5Freshness of oyster : 5/5Cash and credit happily accepted....WAIT WAIT WAIT.Almost forgot the tune!!! Yo; John music choice u vibin the bar . Thank you!!!!!",5.0 star rating
15,1,I've wanting try place year finally got come NYC came last Thursday night! I made reservation online super easy day 5:30 pm there seemed be lot availability.It oyster happy hour 5-7pm; 6 oyster any beer $12 . There 3 different kind east coast oyster . I got 2 each they good! My favorite the Malpeques prince edward island . We also ordered the uni appetizer; crab cake appetizer; scallop entree; course fettuccini clams.The uni appetizer phenomenal . It came an egg yolk salmon roe carrot puree . The uni super fresh there actually good amount of uni for 2 people share of course I it all to! So happy.The scallop also good - nicely cooked served brown rice risotto mushroom.The fettuccini clam wa amazing . The clam very briny flavorful - go really well the buttery fettuccini noodle.,5.0 star rating
16,1,I've gone each year last 3 year I come NY work . The first time colleague I came sat next two men kept ordered round each oyster . We always talk that story this year those two men did; we ordered whole menu we knew . It's funny we always end sitting table the last 3 years.The fettuccine clam very yummy; light dash cheese top . This place very small make sure make a reservation ahead time . The happy hour a really good deal!,5.0 star rating
17,1,This place spectacular every way seafood lover! The food delicious perfectly portioned . The price very fair . The environment really cool well nice date . They great happy hour special oyster drink $12 is probably mentioned near every review.I opportunity try a few their dish all superb . First; naturally; started their happy hour special ordered a dozen oyster . We got kind available happy hour they fresh tasty; one disappointed . We got Marlin crudo appetizer packed flavor; creme fraiche a perfect tasty counter balance what seemed a soy based marinade . So good! There wa another fish appetizer well we wa also really good . The main dish I wa perfectly cooked Octopus a bed risotto truffle oil . Again; amazing . The person I wa with the fish special the day; he really enjoyed a well.The service and staff also spectacular; particular John wa working the bar we seated.This now easily be my go seafood joint!,5.0 star rating
18,1,I going Upstate year always loved . The restaurant small; they recently started taking reservation; great - prior; wa basically impossible get table without waiting at least hour by showing at 5pm.The restaurant happy hour deal; 5-7 : 6 oyster a beer $12 . It's a great deal you able make there time . Typically; oyster East coast; you a choice four; usually.Apart happy hour; I tried following dish: Escargot (4/5): Well-cooked; tender not tough; baked a butter/oil/herb sauce go excellently the French bread provided.Fettuccine Clams (5/5): An absolute stand-out . This dish really excellent . The pasta always cooked perfectly al dente tossed parmesan cheese . The dish is also huge is filling . I almost always order this when I go Upstate I can't resist.Seared Scallops (4.5/5): Sometimes served pasta; sometimes served risotto; always great . The scallop always cooked perfectly are never tough dry.I have also tried various crudo dish; have always been high quality.Whiskey Cake (4/5): A very solid take a classic dessert.I absolutely love Upstate would recommend to anyone love seafood!,5.0 star rating
19,1,I WANTED love everything this place In't: Pros-Friendly service-Cute interior atmosphere (although dark) -Great drink selection (I vinho verdo - portuguese white wine - easy come) Cons-Food just okay . We mushroom/rice dish really didn't too much flavour-A little pricey the portion size the qualityWorth a try you're the area don't go of way!,3.0 star rating
20,1,Day/Time: Saturday; seated 6:30pm.Wait Time : 1 hourSeating: We bar seat (plenty table seating available) Service: Prompt friendlyDrinks: ** It's wine beer **Food: We half-dozen oyster; crab cake; tuna tartare; charred octopus; scallop mushroom risotto . The complimentary pound cake the end cute touch . Smaller venue expected; very cute intimate a date night your special someone . Our belly full the brim . My favorite dish the crab cake tuna tartare . The octopus good; a bit chewy me personally . The scallop mushroom risotto also good; a bit bland . This place definitely worth a try!,4.0 star rating
21,1,Upstate super cute date spot feel cramped.Regular price: $7 beer $12 wine . $2.75 per oyster east coast oyster $3-3.25 west coast oyster 5-7pm every day Happy Hour: $12 1/2 dozen (select oyster) + pint beer ($ 4 up-charge wine) You can order different quantity; ordered a dozen got try 3 type happy hour . All 3 from east coast wa really good . I also liked it came all 3 sauce (cocktail; horseradish; Mignonette). Other spot've encountered NYn't . The complimentary whisky cake tasted like pound cake slight bitter note; moist delicious! Highly recommended! As serve quality oyster great price happy hour not regular cheap Blue Point oyster.,4.0 star rating
22,1,Upstate some freshest; delicious seafood ever! What started stop quick drink ended being meal; happy stayed food! We came drink another restaurant wanted go had hour's wait . The place packed Sunday night; sat the bar got round beer tuna tartare munch we waited our dinner call . The tuna super fresh tasty; the juicy-yet-firm taste good tuna tartare . Since a good sign; we went ahead ordered the highly rated fettuccine clam for dinner . This amazing a everyone say - fresh tasty clam; perfectly cooked pasta crumbly sharp parmesan make dish a real hit! Order; disappointed! We also got a couple complimentary slice the whiskey pound cake the end wa quite tasty . They oyster a well; I'm not an oyster person if you like I'm sure fantastic well worth trying.The bartender wa friendly attentive; took good care u . The menu change seasonally and all seafood come fresh; so I will definitely back again try of their dish.,5.0 star rating
23,1,Even though everything salted; I'm still giving 5 star seafood amazing! Small space I'm assuming usually packed (don't take reservation); should get early . I lucky find seat bar . I crab cake delicious -'s kind crab cake you nice shredded crab cake meat no filler . I followed with the scallop mushroom risotto . The scallop were totally over salted otherwise well cooked . The mushroom risotto one the best I've ever . My pale ale light refreshing . I ordered the monk fish go enjoyed the next day . Great flaky fish wa well cooked would been perfect like the scallop it been excessively salted . Friendly service the bar; I'll back!,5.0 star rating
24,1,Delicious tapa! Good variety oysters- fresh juicy . Got $12 oyster beer special 3 different type oysters.My favorite dish uni; salmon roe; egg tapa--wa the perfect creamy spread the bread . Will definitely return try of tapa my favorite uni dish!,5.0 star rating
25,1,A seafood lover's dream especially oyster (cause I think's they're popular) plus everything really affordable; is usually case seafood! So glad friend took dinner Thursday night- no wait 2 people . It semi warm night the door window open lovely- too loud perfect chatting eating . Uni ($ 15) - 4/5 This dish definitely made like uni even . I little concerned the raw egg; mixing up the carrot purée it seemed be alright after all I'm still alive . Uni salmon roe; carrot purée raw egg toast a pretty good appetizer . My friend I easily finished plate . Today's Fish Special ($ 18) - 4.5/5 Probably favorite dish here! Everything I love- broccoli; brussel sprout; potato; course monkfish! This came a piece lemon honestly; it perfection . You know I love lemon & fish together! Grilled Tuna ($ 18) - 2.5/5 Eh.. not a fan of this dish; neither my friend . The flavor just odd didn't really complement the grilled tuna . Wasabi mashed potato? It's a no me; coming someone eats potato everything . Tuna wa flavorless ...,4.0 star rating
26,1,In't impressed . The food okay not price . I think the tuna tartare tasted old the crab cake risotto no zest life them . The oyster much better . But cant really mess raw oyster . Overall; acceptable underwhelming experience.,3.0 star rating
27,1,"Ughhhhhhh . Ugh all say experience . I SO excited cause I've dying try upstate . Always heard amazing review ALL my friend...food fell short would an understatement . This small & cozy establishment . Lighting very dim & romantic perfect a casual date night . My friend & I excited a night filled amazing seafood...ordered Tuna tartare- tuna veiny . Itn't taste fresh like would expect a tartare . Marlin crudo- AVOID! Avoid all cost!!! This sooooo salty; inedible . It DROWNED soy sauce? I asked waiter supposed taste like and reply``yes ;'s cured marinated soy sauce .""Crab cakes- nothing special . It good...nothing special . Escargot- smelled so garlicky & fragrant! Arrived table bubbling hot . Much surprise; NO FLAVOR . There absolutely taste! Baked oysters- oyster covered a lot breadcrumb . Don't remember much flavor.Scallops & risotto- scallop cooked perfectly! Perfect crust outside; soft the inside . OVERLY SALTY . I drown dish black pepper hope balancing the salt . We also ordered a dozen oyster . The oyster very fresh . If ever come back; it would ONLY the raw oyster . On top the nasty food; I felt like our server gave an attitude I asked certain question the food . His tone very snappy made feel blah . He offer take the crudo the bill without asking though . That wa greatly appreciated . The inconsistency the food wa mind blowing; overly salty to bland . I can't grasp . All all; spending $150 food; I left utterly disappointed . There much better restaurant I can leave my taste bud satisfied for that price point.",2.0 star rating
28,1,Great seafood good serviceI liked appetizer than entree happy hour every day 5-7 they give 6 oyster beer $12 . Pretty solid deal I say . Also their escargot the uni toast TO DIEone star le it's pretty dark there night it's totally vibe when bring mom she getting older can't really see well the dark...well's a problem.,4.0 star rating
29,1,The oyster great food pretty good . The oyster definitely worth and I would try the escargot next time . The wasabi mashed potato delicious . The fettuccine clam good; a little cheesy me.,4.0 star rating
30,1,Honestly can't beat $12 half dozen oyster + beer :) My husband I checked out first time . I my bookmark longest time finally made time go . We went Monday night walked - luckily one high top table open u . There hostess seated u waiter came right u hand u a glass bottle water menu . We already knew wanted - Oysters :) Winen't part happy hour it an additional $4 $12 HH deal . I got wine wine - I forgot one it it really good paired perfectly seafood . We also ordered the tuna tartar share . All all we were really full 12 oyster a tuna tartar dish . Service wa excellent really friendly . You see the guy the back shucking the (fresh) oyster and nice ambiance . The space very crowded though; it'll hard come a group . I saw a group 6 sitting a four seater lol ;n't look comfy . I be coming back HH! I also heard the pasta is amazing based some reviews.. would love return to tr a well.,4.0 star rating
31,1,Amazing food; one best place NYC . HighlyRecommended!! And the service could be better!,5.0 star rating
32,1,TL; DR: Upstate my go-to seafood . They awesome service sometimes complimentary dessert lovely touch.My friend I love come happy hour; their oyster super fresh sizable . At $2.75 pop non-happy hour time; can pricy; are totally worth during happy hour.In term entree; I always get the fettuccine clam . It a little salty; give huge; meaty clam it's creamy . One portion enough a hungry person shared two le hungry people . Sometimes they also bring complimentary pound cake your check; is a nice touch.,5.0 star rating
33,1,Upstate upscale seafood restaurant East Village . They serve eclectic selection oyster; rotating menu beers/wines; an array seafood appetizer entree . Service wa point - consistently refilling drink; fast ordering; quick serving; friendly etc . The restaurant open street; feel like an old fashioned sea food bar; is limited seating; I wait 20m queue; are table; high table; bar seats.Overall impressed the quality the food.OrderedShigoku; WA - Sweet briney oyster; like the ocean; favorite; fresh consistent other top tier oyster barsBarnstable; Cape Cod - Fattier; meatier; bit crunchyMontauke Pearl; Montauke Lake - clean/crisp; well roundedDarbee irresistible pale ale - unfiltered PA; aromatic; too bitter . An okay palette cleanser.Soft shell crab - come cous cous . Nicely salted/seasoned . Great fresh flavor; nice crunch . My favorite entreeScallops - well seared seasoned; 4 to plate mushroom risotto . Solid dishUni - appetizer; come some puree; Also plated a raw egg; onion; roe . Eaten on bread . Not a bad dish; the weakest of everything ordered.,5.0 star rating
34,1,My boyfriend I wanted try new seafood spot celebrate anniversary came across Upstate . We tried making online reservation this option instead allow check waiting list yelp you're nearby location . When arrived were told still over 30min wait could not wait inside . It's that small an establishment . It happened to be one coldest night went next door to a Peruvian restaurant had pisco sour waited . This could been Upstate's profit when finally got seated didn't order drink we only ordered two crab cake appetizer were really delicious entree we had fettuccine clam . This also good tasty . I love seafood some citrus I asked waitress some citrus gave a strange look she brought some lemon a . Although the place small the vibe very casual for our anniversary we will definitely return.,4.0 star rating
35,1,The food salty...ummm .. wa worse I expectedIn't think will go ..,1.0 star rating
36,1,Great service . Good oyster . Disappointing dish . Octopus still *thick* slimey layer it . Risotto good though . Crudo super thick super salty . I'm salt fiend's saying lot.Uni plate came w bread that wa thick under toasted it took away delicate flavor . On upside; oyster veggie that came w the fish great . Oysters also well priced.TLDR: good spot oyster drink; maybe your main course elsewhere?,3.0 star rating
37,1,I came last trip The City loved . We used Yelp App secure seating the Bar right 7PM . The place long; narrow; crowded; much like many place the East Village . We I think total 24 30 oyster . They fresh I believe were three different style choose . $12 6 Oysters a great draft quite the steal . The Bar Man; helpful took time explain draft oyster the Menu . They a house special hot sauce delicious; when be sure try . Looking around the plate coming after Happy Hour wa over all looked outstanding.,5.0 star rating
38,1,Cool place have dinner; especially oyster (many selection) scallop (HUGE scallop- meaty!!) Note: long wait; long line even open . Taste: Fresh!!!! Gooood!!!! Enivornment: Dim; tiny elbow elbow still cozyPrice: $$ $Service: Average - Friendly,5.0 star rating
39,1,place ridiculous . I joined waitlist 7:15 told I need wait one hour . And 10:00 I got phone call them told I need wait another 30-45min get table . What wrong those people? Do they really take primary school learn is time? Never come this place.,1.0 star rating
40,1,Phenomenal oyster; PEI's; LI cape cod . The menu say freezer place ;'s truth . As a big seafood guy RI; I know fresh oyster all the 4 type had fresh; delicious shucked cleaned the right way (hard to find nyc often). The best thing had the marlin crudo caviar . Just order it thank later . Wordsn't it justice . High grade marlin; solid caviar and all an extremely reasonable price my eye . Very QUALITY SEAFOOD.,5.0 star rating
41,1,One best dining experience I've NYC an absolute must all seafood lovers.I brought girlfriend one year anniversary since're huge seafood fan; Upstate delivered every course meal.Their half dozen oyster plus drink ($ 12 beer $16 wine) great happy hour deal a solid appetizer . We tried two three different available oyster hh menu; all three fantastic; Prince Edward Island oyster particular my favorite . I heard the black trout small plate the best item the menu; please; order one thing; get . the . trout . Essentially ;'s a thin; crispier version salmon served in a delicious; light tomato sauce a large almost-puréed gnocchi . We also ordered the crab cake small plate; legitimately the best one I've ever: soggy; made excess sauce; crispy the outside; green; pure crab . I'd highly recommend a well . For entree; ordered the seafood bowl the mahi steak . Both were delicious perfectly simple . Just really; really good seafood hit the spot . The service phenomenal the dimmer; quaint ambiance perfect for any kind date.I not recommend Upstate enough will definitely back! If you love seafood; restaurant need be the top your list . Cheers!,5.0 star rating
42,1,My boyfriend brought anniversary dinner it such amazing experience!! From food; service; ambiance; everything perfect! We huge seafood fan this place made u! We came 5 Sunday night right they opened able grab a table no wait . The restaurant very small really liked . To start got wine a dozen their happy hour oyster (4 upstates; little shem oyster pond) none disappointed . For wine got pinot noir a sweet white both fantastic . As oyster; I think flavor wise little shem favorite I loved large meaty oyster pond were . I highly recommend three! As appetizer got two small plate crab cake trout . Wow! In't know I liked better! The crab cake super meaty crispy outside served a great green salad carrot corn . The trout cooked perfection an incredible crispy skin served what seemed like little mashed potato log swimming the best tomato sauce I ever! For our entree got two large plate; the ciopinno the mahi steak . The ciopinno a delicious seafood stew clam; mussel; the fish the day; scallop shrimp . It also came a side bread soak the stew you bet wiped bowl clean! The mahi steak seared perfectly served a bed mashed potato broccoli covered a great red sauce; almost the resemblance cocktail sauce; it worked well together! I highly recommend both of these dish well! My mouth just watering remembering all the food we had I not wait be back . Their menu change constantly depending the seafood available I love! My regret that my stomachn't bigger so I could try of the dish . The menu literally made want order everything! Our server really great; gave recommendation throughout the meal checked u the perfect amount . You get slice of whiskey cake your check; is really tasty; a perfect way end the meal! I absolutely not wait be back here!!,5.0 star rating
43,1,Was NY just three day some meeting; had read online Upstate their fresh fish; since I staying nearby; decided give try . From moment I walked; ambience server really terrific wa followed great suggestion my server wine appetizer - got the oyster; course - followed the special fish the day is a really great deal! Very fresh well-prepared; their price more fair . Will definitely back I'm next NY.,4.0 star rating
44,1,"A rough approximation my conversation gentleman behind bar took great care u other night: Me bartender:``It's probably almost ten year since I last .``Bartender:``What took long come back?``Me:``There just many place eat New York . It's difficult make back place've already; even remember liking .``Bartender:``I hear - I live 9th St. I regularly stumble across place make go; 'Thatn't last week .'""Me:``Speaking long time...Have working long? Bartender:``Yeah; I've working pretty long time ...""Me:``How long's long?``Bartender:``From day one .``Me:``Oh! No wonder seem familiar; I feel like I recall you I last age ago .``Bartender:``That's surprising; I'm owner .``Aside some mild awkwardsauce ;'s extremely clear said establishment owner run tight ship . My initial visit Upstate nearly decade ago lost mist my memory; I clearly recalled enjoying . On particularly steamy summer evening J I wanted relatively light dinner; I stumbled across Upstate looking nearby dinner option . Not could I remotely get line via YelpRez; I know love oyster In't been back awhile . All the sign aligned're so glad made the trek over.Our seat became available within ten minute arrival affably welcomed two seat the bar the hostess . Who knew'd served the evening Upstate's proprietor?! Not very friendly patient our many question the menu; wa also extremely knowledgeable; flawlessly offering recommendation what order (pro tip: we had the marlin crudo shark his recommendation; it's probably safe just go whatever's fresh).I'm big oyster a J; we went on a dozen; two each kind from all the coast . I say this tasting exercise wa fun enlightening; though! I discovered I prefer brinier oyster general . Winners the Pemaquid Dunbar Farms . The Dodge Cove oyster impressively huge; I'm size queen - give a delicious and manageable mouthful; I'd rather spend half hour chewing get food my throat.We were pleasantly surprised the end our meal an unexpected plate of whiskey cake! It reminded of pound cake; made a perfectly satisfying semi-sweet ending our light yet satisfying meal (paired some milk stout).I definitely need wait le ten year making a return run to Upstate . And J's reaction any indication; might drag me back much much sooner ;.",5.0 star rating
45,1,This place every bit good review state . My dad I came on Saturday night barring 90 minute wait . We reserved place line Yelp 60 minute prior; restaurant; hostess said she'd seat u few party later . We wandered around nearby Rite Aid good half hour finally got seat bar . We'd hoping tabletop such long wait; hostess promise table u once one became available apparently never happened.We started beer wine; I got one daily beer special incredible . We ordered small plate - sockeye salmon; crab cake; the trout . The salmon favorite; fresh came bread a delightful mustard spread paired perfectly . The crab cake a little floury I prefer; though flavorful perfectly crispy edge . The salad camen't my favorite; the dressing a weird combination sweet spicy . The trout good; could use a bit flavor also crisped well . The tomato mozzarella side potato gnocchi came were absolutely incredible.My dad I were still hungry we ordered the fettuccine clam all . Guys; we were completely blown the water . This the dish need ordering! The entire pot steaming fragrant . The clam were unbelievably fresh; garlic every bite; quantity generous . The pasta wa somehow even better; wa cheesy; the point you grab a forkful cheese ooze pull your plate . In't know I've ever had such great pasta; it wa good . I say the dish wa awfully heavy; so I'm glad we share rather order individually . We left full happy very impressed with our experience! I wish the seating / wait system wa a little organized otherwise are complaint . Will definitely be back try more of the menu (oyster!! ),4.0 star rating
46,1,I LOVE place!! If want meal showcase fresh seafood highlight seasonality; look further! I usually go some my girlfriend Sundays right it open 5PM . This place ALWAYS packed; there a line it open seating limited . We usually end sitting bar . Atmosphere: rustic open air vibe (literally the front the restaurant open the street) Food: Happy hour deal - 6 oyster + craft beer $12 (pay extra wine instead). They have a great selection fresh oyster! Fettuccine clam - absolutely divine . Perfectly cooked pasta a delicious blend garlic; olive oil; parmesan coating every bite . We get every time! Honorable mention: crab cake (crispy soft the inside; you can really taste the crab) charred squid salad (mmm squid enough said) Service: very attentive knowledgeable! Can't wait go back!,5.0 star rating
47,1,We went right 5pm avoid long line pretty wise cold day . The place immediately packed.We happy hour oyster beer; smoked salmon bread fettuccine . Oysters very fresh . I not a beer person no comment it . Smoked salmon way salty . We to ask bread that could finish salmon . We shared fettuccine tasted good the portion definitely one person . Staff friendly . Price wa reasonable.,4.0 star rating
48,1,Incredible restaurant . Our waitress friendly very helpful . She even helped u book next meal made sure had desired reservation time graduation weekend! I would recommend place an upscale; delicious meal . I'm looking forward heading back soon!,4.0 star rating
